0,119.97965263616882,65.91067637819157,#splunk
0,126.3317744308149,48.43666277908825,#microsoft
1,47.91510821912539,51.164099254819476,#osfp
1,125.22416264588792,81.87750360911211,#microsoft
2,109.44808105173689,22.687657553186646,#cat
2,56.035366761904,17.472796433069277,#lion
3,116.23107125189826,36.287944978437224,#hadoop
3,19.484847949486053,78.48904591511702,#bus
4,44.87455741270143,1.8132346540981792,#asus
4,140.58481890323057,8.291303393262682,#hadoop
5,126.3317744308149,48.43666277908825,#microsoft
6,126.3317744308149,48.43666277908825,#microsoft
9,126.3317744308149,48.43666277908825,#microsoft
14,126.3317744308149,48.43666277908825,#microsoft
